origin,seed_idx,1 step forecast,2 step forecast,3 step forecast,4 step forecast,5 step forecast,6 step forecast
2017-10-01,0,0.5686902403831482,0.8170111775398254,0.8581303358078003,1.1719518899917603,1.497300624847412,1.5713753700256348
2017-10-01,1,0.27208948135375977,-0.15300646424293518,-0.5981336832046509,-0.3160076439380646,0.34182873368263245,0.48048099875450134
2017-10-01,2,0.5378766059875488,0.5941792726516724,0.42662280797958374,0.5459103584289551,0.4802226126194,0.556488573551178
2017-10-01,3,1.2369593381881714,0.7744746208190918,0.6468579173088074,0.6127134561538696,0.6291865110397339,0.6842797994613647
2017-10-01,4,0.3736654222011566,1.365716576576233,1.1748894453048706,1.1177595853805542,1.07331383228302,1.041272521018982
2018-01-01,0,-0.10869854688644409,-0.13098499178886414,-0.25357332825660706,-0.3903699219226837,-0.6769553422927856,-0.5368669033050537
2018-01-01,1,-0.3375025689601898,-0.39481237530708313,-0.4699843227863312,-0.5035016536712646,-0.6393556594848633,-0.8866307735443115
2018-01-01,2,-0.2108757197856903,0.2299719601869583,0.6187204122543335,0.8306697010993958,0.33038270473480225,0.5115135312080383
2018-01-01,3,0.9985579252243042,0.7357595562934875,0.5671335458755493,0.6255285739898682,0.5554477572441101,0.540273129940033
2018-01-01,4,0.8769844770431519,0.7047450542449951,0.7381787300109863,0.7321531176567078,0.752250075340271,0.7627079486846924
2018-04-01,0,1.2371257543563843,1.3487143516540527,2.126945972442627,2.209282398223877,2.1341652870178223,2.1972241401672363
2018-04-01,1,-1.3589037656784058,-1.7374355792999268,-1.2188031673431396,-1.0456037521362305,-1.0366677045822144,-1.0145084857940674
2018-04-01,2,0.2960434556007385,1.1859569549560547,0.8191455602645874,1.0349706411361694,0.7383604049682617,1.096634864807129
2018-04-01,3,1.2061562538146973,1.2844738960266113,0.5836670398712158,0.6516928672790527,0.6939711570739746,0.045397430658340454
2018-04-01,4,0.6358903646469116,0.7199732065200806,0.9795587658882141,1.07234525680542,1.0913991928100586,1.1079049110412598
2018-07-01,0,0.422018826007843,1.0987145900726318,1.9274194240570068,2.347684621810913,2.4180703163146973,2.4736709594726562
2018-07-01,1,0.02492678165435791,-0.30661672353744507,-0.6157851815223694,-0.7411330342292786,-0.7254589200019836,-0.744074285030365
2018-07-01,2,-0.09071066975593567,0.3025444746017456,0.49002426862716675,0.1616220623254776,0.10314121842384338,0.08764669299125671
2018-07-01,3,0.054809004068374634,0.2324226051568985,0.3613216280937195,1.0073060989379883,1.9056904315948486,2.17423939704895
2018-07-01,4,0.21665269136428833,0.37278470396995544,0.26288902759552,0.4370688796043396,0.17822480201721191,0.4946697950363159
2018-10-01,0,-0.5663152933120728,-0.3160991370677948,-0.0618455708026886,-0.10968017578125,-0.10558491945266724,-0.10825800895690918
2018-10-01,1,-0.7333887815475464,-0.29576125741004944,-0.23445013165473938,-0.03885287046432495,-0.12230631709098816,-0.22033581137657166
2018-10-01,2,0.4082525074481964,0.9134563207626343,0.777643084526062,0.24460875988006592,-0.09411129355430603,0.3656584620475769
2018-10-01,3,-0.7344812154769897,-1.0308769941329956,-1.6366844177246094,-1.4093303680419922,-0.6148231029510498,0.23388513922691345
2018-10-01,4,-0.6419554948806763,-0.6371986865997314,-0.9427380561828613,-0.9748378992080688,-1.0072427988052368,-1.0298289060592651
2019-01-01,0,0.4872901737689972,0.2607439160346985,0.18816564977169037,0.15402963757514954,0.1109900176525116,0.11273422837257385
2019-01-01,1,0.11750635504722595,1.4789495468139648,-0.016831040382385254,1.2924425601959229,-0.2766225337982178,1.9128010272979736
2019-01-01,2,1.8702973127365112,0.5613236427307129,0.013183921575546265,0.19239556789398193,0.021902412176132202,0.49152177572250366
2019-01-01,3,-0.21643418073654175,-0.35865384340286255,-0.8187748193740845,-0.17298990488052368,0.037803471088409424,-0.3558613657951355
2019-01-01,4,-0.37299954891204834,0.40614989399909973,-0.7671823501586914,0.5221515893936157,-0.6222067475318909,0.5038244724273682
2019-04-01,0,-0.05135142803192139,0.020733416080474854,0.08835011720657349,0.08120575547218323,0.08112245798110962,0.07786625623703003
2019-04-01,1,0.7728193402290344,-0.3671317398548126,0.5878491401672363,0.5295287370681763,0.02886936068534851,-0.10184809565544128
2019-04-01,2,1.0742034912109375,0.6298105120658875,-0.2387242615222931,-0.4434850513935089,-1.0822696685791016,-1.2658125162124634
2019-04-01,3,0.4160933494567871,1.2052876949310303,2.243861198425293,2.5469822883605957,2.7506914138793945,2.868818521499634
2019-04-01,4,-0.12774905562400818,0.17541173100471497,-0.27490678429603577,-0.1371568739414215,-0.4486599266529083,-0.05060663819313049
2019-07-01,0,0.689414381980896,1.0848311185836792,1.2281378507614136,1.2735636234283447,1.3031444549560547,1.3286176919937134
2019-07-01,1,0.3574572205543518,-0.42196664214134216,-0.4747101366519928,-0.8339545726776123,-0.9132024049758911,-0.940117597579956
2019-07-01,2,-0.5722392797470093,-0.8491133451461792,-1.0415786504745483,-1.0637873411178589,-1.069159984588623,-1.0723956823349
2019-07-01,3,0.22058607637882233,0.1475096344947815,0.3915354609489441,0.7928379774093628,1.6466147899627686,2.3084845542907715
