target_date,1 step forecast,2 step forecast,3 step forecast,4 step forecast,5 step forecast,6 step forecast
2018-01-01,0.3623237930559318,,,,,
2018-04-01,0.3751934650083249,0.3523353681376489,,,,
2018-07-01,0.3232660850864312,0.3599578037697936,0.3506997561905448,,,
2018-10-01,0.3624906587486859,0.3423303285264096,0.3574156505070521,0.3504319235278981,,
2019-01-01,0.319720872839819,0.3539795544118819,0.3453583177255081,0.3569914783552768,0.3503880657318558,
2019-04-01,0.34601338521867264,0.3380260953333579,0.3526843695880386,0.34583925569814383,0.3569207029158182,0.3503808839854076
2019-07-01,0.35340872754538794,0.34421284693249854,0.3407128907249005,0.3524872736928961,0.3459156434651781,0.35690889364731815
2019-10-01,0.33775784595874975,0.3479273199889672,0.3439541788762061,0.3411072519231084,0.3524572804508762,0.34592777619597603
2020-01-01,0.3452089219091663,0.3427575530191517,0.3471383239938878,0.34391701823160337,0.3411651352867399,0.35245271620276636
2020-04-01,0.32388193284047145,0.34453412693314744,0.34347143920008977,0.34702475559492385,0.34391167967713676,0.3411736312640331
2020-07-01,0.25249817468550334,0.3355534673153904,0.34443798052821434,0.3435733718679796,0.3470084085141735,0.3439109127323193
2020-10-01,-1.2500464484943534,0.30370934312728043,0.33721503951756193,0.34442428135808106,0.34358792638529706,0.34700605550883495
2021-01-01,0.7954540976506372,-0.3894032803829181,0.3119763774501654,0.33745158272350984,0.34442232946749846,0.3435900045608097
2021-04-01,0.336247150159639,0.1856346022176443,-0.047612665624273326,0.3133109272871498,0.337485257268743,0.3444220513574517
2021-07-01,0.29419029497268817,0.31958802111594814,0.3333067250759433,0.08812398885175045,0.3135263640686889,0.33749005121322395
2021-10-01,0.3806270793146178,0.3189815638209958,0.32208407754884133,0.29754687149174,0.14202962163617863,0.3135611420931235
2022-01-01,0.323729672628314,0.32113278872318823,0.31521335184526333,0.3217100905474892,0.30620637406820606,0.16343737812691264
2022-04-01,0.33626353484699034,0.3308324333848645,0.33061266789419447,0.31578611081056424,0.32176612544931965,0.30410941400389113
2022-07-01,0.342347640668647,0.33022026953530176,0.32970520797073855,0.32910213456060056,0.31569905285457733,0.32175772967563826
2022-10-01,0.328248142457751,0.33231467838025264,0.3311804199321535,0.3298841013866655,0.32934282443762736,0.3157122854500665
2023-01-01,0.3313689611269086,0.3335358490455811,0.33390580124959823,0.3310278718084113,0.32985571056628393,0.32930447267430324
2023-04-01,0.31064782654923967,0.33250002842338583,0.3326963874503834,0.3336534658064278,0.33105210856354217,0.3298602162585575
2023-07-01,0.30220360510261735,0.33036639429718756,0.33232052431702847,0.3328296580390794,0.333693483568165,0.33104825784230835
2023-10-01,0.3085948696485092,0.32452047680675056,0.3272399932583027,0.3323490122101004,0.33280850037098236,0.3336871371697584
2024-01-01,0.3079961139484946,0.3194337279580214,0.3210383444978545,0.32773568765055683,0.3323444910876138,0.3328118593035397
2024-04-01,0.29746854471489054,0.31659624257770447,0.3177608127877636,0.321581666410415,0.3276570947485407,0.3323452086046477
2024-07-01,0.2982866168202729,0.3132985526162474,0.31527420392350125,0.3180190175808295,0.32149689114213637,0.3276695557413295
2024-10-01,0.2909722527376939,0.3092866961814969,0.31087853403740273,0.31547743183770605,0.31797916516251956,0.3215101187443103
2025-01-01,0.29498120758222685,0.3056311561802659,0.30761851916868926,0.3112484953133824,0.31544619100750737,0.3179853161530813
2025-04-01,0.2976226144217949,0.30225237331528043,0.30342396191202514,0.3078715004840668,0.31119193734026557,0.31545099344557465
2025-07-01,0.30203622669066266,0.3006578852836335,0.3011637254061446,0.30375629963133954,0.30783313552313113,0.3112005836622748
2025-10-01,0.28630840968795856,0.30035226279678806,0.30020402124239814,0.3013267191149358,0.3037062594689178,0.30783895362169467
