target_date,1 step forecast,2 step forecast,3 step forecast,4 step forecast,5 step forecast,6 step forecast
2018-01-01,0.35480021834373476,,,,,
2018-04-01,0.3284332364797592,0.47490001320838926,,,,
2018-07-01,0.4989755630493164,0.4762046575546265,0.5161741673946381,,,
2018-10-01,0.34400618970394137,0.7008478999137878,0.4752171188592911,0.5051826596260071,,
2019-01-01,0.4065526157617569,0.34989178478717803,0.7246414363384247,0.5156879425048828,0.47332352995872495,
2019-04-01,0.4766704797744751,0.6038538038730621,0.4646413743495941,0.691041249036789,0.5440527319908142,0.4368393123149872
2019-07-01,0.5220403909683228,0.4770702809095383,0.7008400142192841,0.5264748394489288,0.6616778314113617,0.556145703792572
2019-10-01,0.12854612469673157,0.31701186001300813,0.4252391755580902,0.7425719499588013,0.6004148304462433,0.624883097410202
2020-01-01,0.22245648503303528,0.0730318546295166,0.3706722617149353,0.3849450409412384,0.6713742971420288,0.6826094657182693
2020-04-01,0.055581209063529965,0.2617504417896271,-0.0021460771560668944,0.27896853983402253,0.3535256028175354,0.6612182319164276
2020-07-01,0.10776672065258026,0.041192087531089785,0.1614363133907318,0.021112895011901854,0.26604819893836973,0.3954148590564728
2020-10-01,0.5767676919698715,0.29700726866722105,0.03270291090011597,0.17955538034439086,0.120534747838974,0.23161692619323732
2021-01-01,0.6238762229681015,0.530664324760437,0.6143608272075654,0.07862098515033722,0.3740331768989563,0.1869327872991562
2021-04-01,0.3999380588531494,0.6021110355854035,0.41477714776992797,0.777931073307991,0.08145419657230377,0.38961680233478546
2021-07-01,0.37364601492881777,0.5274638861417771,0.5922777771949768,0.419294410943985,0.822805917263031,0.0646220713853836
2021-10-01,0.37319900989532473,0.36215471029281615,0.45591012835502626,0.6035704165697098,0.40659987926483154,0.8145946472883224
2022-01-01,0.26765453815460205,0.3690143942832947,0.34032188951969145,0.39802132844924926,0.5993731379508972,0.39668506383895874
2022-04-01,0.39335123896598817,0.31531944274902346,0.37294861972332,0.34229097068309783,0.34436176121234896,0.5963733792304993
2022-07-01,0.33470813632011415,0.38969569802284243,0.34154975414276123,0.3698574513196945,0.3379122346639633,0.31912447810173034
2022-10-01,0.42246536910533905,0.2928004443645477,0.446424275636673,0.34016438722610476,0.370106104016304,0.33959231078624724
2023-01-01,0.20382737517356872,0.35405356585979464,0.21860066652297974,0.48307341933250425,0.3364558041095734,0.3708222210407257
2023-04-01,0.2100943386554718,0.16607817709445954,0.2830587476491928,0.1917312115430832,0.5101552188396454,0.3452411085367203
2023-07-01,0.30729998350143434,0.0014471739530563354,0.21554308533668518,0.22048889994621276,0.18577013909816742,0.5231958091259002
2023-10-01,-0.3199205338954926,0.35566151738166807,0.03344153165817261,0.2553095281124115,0.20363337099552153,0.19365811944007874
2024-01-01,-0.19102372527122496,-0.21134565472602845,0.20329874753952026,0.214454984664917,0.2735260248184204,0.21068548262119294
2024-04-01,-0.013747450709342957,-0.22894757390022277,-0.1045653373003006,0.20724676847457885,0.2662129759788513,0.28054518103599546
2024-07-01,-0.42056416273117064,0.10386759638786316,-0.098544842004776,0.012224945425987243,0.24092621505260467,0.35858001112937926
2024-10-01,-0.35650054812431337,-0.2510740220546722,0.08275536894798279,-0.09085714221000671,0.11260908246040344,0.25387049913406373
2025-01-01,-0.4352840632200241,-0.2060292422771454,-0.3062536001205444,0.09315081536769867,-0.03437468409538269,0.15873977839946746
2025-04-01,-0.058643513917922975,-0.33328322470188143,-0.17244552373886107,-0.3149194598197937,0.10816851556301117,0.015119504928588868
2025-07-01,-0.19020273089408873,-0.04319642186164856,-0.363179025053978,-0.14755790829658508,-0.3184536576271057,0.11840172708034516
2025-10-01,-0.24052743911743163,-0.09809662997722626,-0.01452205777168274,-0.26218983232975007,-0.12015641927719116,-0.319585520029068
